Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,CLTV,Churn Value
1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,103.2,4825,4478,0
1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,1,1,50.2,174,4697,0
1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.95,6245,3574,0
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,2,116.25,6232,6124,0
0,0,0,0,29,0,1,0,0,0,0,2,0,0,0,1,2,31.2,6380,4761,0
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1222,5295,0
1,0,1,0,71,1,2,0,0,2,2,2,2,2,2,0,1,84.2,4880,4753,0
1,1,1,0,56,1,0,0,2,2,2,2,2,2,2,1,0,85.65,4076,6500,0
1,0,0,0,56,1,0,2,1,1,1,1,1,1,1,1,3,21.2,437,6473,0
0,0,1,0,28,1,2,2,1,1,1,1,1,1,1,0,3,25.55,5329,3493,0
0,0,1,1,19,1,0,2,1,1,1,1,1,1,0,0,3,20.2,3271,3636,0
1,0,1,0,66,1,2,0,0,0,0,2,0,2,0,0,2,63.85,3635,5956,0
0,0,1,0,17,1,2,0,0,0,2,2,0,0,1,1,3,61.95,140,4759,0
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,25.75,630,4676,0
0,0,0,0,19,1,0,0,0,2,0,0,2,0,1,0,2,58.2,87,4033,0
0,0,0,0,36,1,0,0,2,2,2,2,2,2,1,0,0,85.85,2600,4898,0
1,0,1,1,72,1,2,1,2,2,2,2,0,2,1,1,1,104.9,5790,4927,0
1,1,0,0,34,1,0,1,0,2,2,0,2,2,1,1,2,99.85,2901,5626,0
1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.55,1066,4909,0
0,0,0,0,69,1,2,1,0,0,2,2,2,2,2,0,2,104.0,5532,5902,0
0,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,3,104.4,4386,6100,0
1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1888,5039,0
0,0,1,1,12,1,2,2,1,1,1,1,1,1,2,0,1,25.25,2382,2646,0
0,0,1,0,70,0,1,0,2,0,2,2,0,2,2,1,0,49.85,2926,5460,0
0,1,0,0,64,1,2,1,2,0,2,2,2,2,0,1,0,108.95,5581,5780,0
0,0,1,0,66,1,2,0,2,2,2,2,2,2,2,0,1,89.9,4882,4082,0
0,0,1,0,71,1,0,0,2,0,2,2,2,2,2,1,1,82.0,4909,5770,0
1,1,0,0,20,1,0,1,0,0,0,0,2,2,0,0,2,89.95,1124,4812,0
1,0,1,0,72,1,0,0,2,2,0,2,2,2,2,1,0,79.35,4750,4278,0
0,0,1,0,71,1,0,0,2,2,2,2,0,0,2,0,1,64.05,3807,4374,0
1,0,1,1,38,1,2,1,0,0,2,0,2,2,0,1,1,101.15,3381,3738,0
1,0,0,0,33,0,1,0,0,2,0,0,2,0,1,1,2,39.1,566,2855,0
0,0,1,0,23,0,1,0,2,0,0,2,0,0,2,0,3,34.6,6078,4445,0
1,0,1,0,58,1,0,2,1,1,1,1,1,1,1,1,2,19.55,208,4801,0
0,1,1,0,70,1,2,1,0,2,0,2,2,2,2,1,0,104.45,5694,5004,0
1,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,2,70.5,2541,2896,0
1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,3,20.35,6387,4210,0
1,0,1,1,36,1,0,2,1,1,1,1,1,1,2,0,1,19.45,5792,5745,0
1,0,0,0,54,1,0,0,2,2,0,2,2,0,0,1,3,69.9,3322,6092,0
1,0,1,0,23,1,2,0,0,2,0,2,0,0,2,0,3,59.7,759,3464,0
0,0,1,0,41,1,2,0,2,2,2,0,2,0,1,1,1,78.35,2796,2894,0
1,1,0,0,5,1,0,1,0,0,0,0,0,0,0,1,3,71.45,3199,5171,0
1,0,1,0,27,0,1,0,0,2,2,0,0,2,1,1,1,45.85,450,2068,0
0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,2,95.85,6447,3270,0
0,0,1,0,67,0,1,0,2,0,0,2,0,0,2,0,1,35.7,2197,5655,0
0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,89.55,5185,4993,0
0,0,1,1,56,1,2,2,1,1,1,1,1,1,2,1,1,24.95,863,5243,0
1,0,1,0,44,1,2,2,1,1,1,1,1,1,1,0,2,24.85,32,5331,0
0,1,1,0,66,1,2,1,0,2,0,0,2,2,0,1,2,100.8,5312,5469,0
0,0,1,0,69,1,2,1,0,0,2,2,2,2,2,0,0,105.35,5639,5268,0
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,1,19.65,6134,3878,0
1,0,1,1,30,1,2,0,2,0,0,0,0,0,0,1,0,54.45,1040,2613,0
0,0,0,0,11,1,0,0,0,0,0,2,2,2,0,0,3,70.5,6128,5541,0
0,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,1,20.1,2620,4359,0
1,0,0,0,11,1,0,0,0,0,2,0,2,2,0,1,2,69.35,5586,2288,0
0,0,1,0,64,1,0,2,1,1,1,1,1,1,1,0,0,19.8,609,5384,0
1,1,1,0,72,1,0,0,2,2,2,2,2,0,2,0,0,74.4,4472,5590,0
1,1,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,93.05,5340,4988,0
0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,3,51.2,4301,3699,0
0,0,0,0,15,1,0,0,2,2,2,2,0,0,1,0,1,65.6,24,2976,0
0,0,0,0,60,1,2,0,0,0,2,2,2,2,1,0,1,80.55,4087,4159,0
1,0,0,0,56,1,0,0,2,0,2,0,0,0,1,0,3,52.7,2618,4753,0
0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.85,1069,4249,0
0,0,1,0,49,1,2,0,0,0,0,0,0,0,0,1,1,52.15,2235,5224,0
1,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,0,114.95,5874,4511,0
1,1,1,0,52,1,0,1,2,0,2,2,2,2,1,1,0,104.45,4549,5490,0
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,113.65,6073,6469,0
0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,1,0,20.6,6119,3091,0
0,1,0,0,40,1,0,1,0,0,0,0,2,2,0,1,2,91.55,3168,5742,0
1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,49.85,4146,5323,0
1,0,1,0,30,1,0,2,1,1,1,1,1,1,1,0,1,19.8,4753,4006,0
0,1,1,0,44,1,2,1,0,0,2,2,2,2,0,0,2,104.15,3809,2944,0
0,1,0,0,7,1,0,0,2,0,0,0,0,0,0,1,2,48.2,2946,5525,0
1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,1,1,25.1,1324,5751,0
0,1,0,0,8,1,2,1,0,0,0,2,2,2,0,1,1,100.15,6340,5157,0
1,0,0,1,3,1,0,0,2,0,2,0,0,0,0,0,3,55.9,1019,4648,0
1,1,1,0,8,1,0,0,0,0,2,2,0,2,0,1,1,64.4,4788,4537,0
0,0,0,0,5,1,0,1,0,2,0,0,2,0,0,1,3,85.3,3592,2689,0
0,0,1,1,72,1,2,1,2,0,2,2,2,2,2,0,3,107.45,5813,5246,0
0,0,1,0,54,1,2,0,2,2,2,2,2,2,2,0,1,91.3,4201,5907,0
1,0,1,0,72,1,2,0,0,2,2,2,2,2,2,0,0,85.95,5019,6450,0
1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.2,3814,4576,0
1,0,1,1,69,1,2,1,0,0,2,0,0,0,2,1,1,79.2,4504,4072,0
0,0,0,0,48,1,0,0,2,2,0,0,0,0,2,0,1,55.5,2276,4975,0
0,0,1,0,8,1,2,1,0,0,0,2,0,2,0,1,2,90.25,5743,4969,0
1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,1,3,91.25,5257,5529,0
1,0,1,0,67,1,0,1,2,2,0,0,2,2,1,1,1,100.9,5339,4078,0
1,0,1,1,34,1,2,1,0,2,0,0,2,2,0,1,0,97.7,2955,5789,0
0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,69.85,1596,4764,0
0,0,1,0,9,1,0,0,0,2,0,2,2,0,1,1,3,65.6,4863,2205,0
1,0,1,1,71,1,0,1,2,2,2,0,2,2,1,1,0,104.65,5657,6101,0
1,0,0,0,57,1,2,1,0,0,0,2,2,0,2,1,1,90.45,4380,5076,0
1,0,0,0,72,0,1,0,2,2,2,2,2,2,2,1,0,63.7,3791,4921,0
0,1,1,1,48,1,0,1,2,0,2,2,2,2,0,1,2,104.5,4286,3847,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,20.1,3425,5586,0
1,0,1,1,43,1,2,1,0,0,2,2,2,2,1,1,1,104.3,3779,3927,0
0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,93.25,5307,5197,0
1,0,1,0,35,1,2,0,0,0,0,2,2,2,1,1,0,73.45,2317,4719,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,0,3,20.7,5663,4676,0
0,0,1,1,49,1,2,2,1,1,1,1,1,1,2,0,3,25.25,386,5616,0
0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,0,0,100.5,5534,4080,0
1,0,1,1,11,1,0,1,0,0,0,0,2,2,0,0,2,90.6,39,2004,0
1,0,1,0,63,1,2,0,2,2,2,2,2,2,2,1,1,89.4,4631,5004,0
0,1,0,0,65,1,2,1,0,2,2,0,2,0,0,1,0,95.45,5053,4168,0
0,0,0,1,49,1,0,2,1,1,1,1,1,1,2,0,1,20.45,52,4784,0
0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,1,2,19.95,6103,2951,0
0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,0,1,109.15,5903,4807,0
0,1,1,0,26,1,0,1,0,0,2,0,2,0,0,1,1,85.7,1691,3935,0
0,1,1,0,35,1,2,1,0,0,2,0,2,2,0,0,0,102.05,2988,3199,0
0,0,0,0,57,1,2,1,0,2,0,2,0,2,1,0,2,94.7,4541,4507,0
1,0,1,1,28,1,2,0,0,2,0,0,0,2,0,0,2,64.4,1351,2434,0
0,0,1,0,25,1,2,2,1,1,1,1,1,1,1,1,3,26.8,5684,3428,0
0,0,1,0,47,1,0,0,2,0,2,0,2,0,1,1,1,66.05,2624,3404,0
0,0,1,1,57,1,2,0,2,2,0,2,0,0,0,0,0,65.2,3177,4491,0
1,1,1,0,16,1,2,1,0,0,0,0,2,0,0,1,1,85.05,715,3739,0
1,0,0,0,5,1,0,0,2,0,2,0,0,0,0,1,3,55.8,2381,2612,0
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,19.95,588,5092,0
0,0,1,1,48,0,1,0,2,0,2,0,0,2,1,0,1,45.0,1817,5269,0
0,0,1,0,68,1,2,1,2,2,2,2,2,2,2,0,0,114.9,5931,5782,0
0,0,0,0,30,1,2,1,2,0,0,2,2,2,0,0,0,106.4,2797,5503,0
0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,1,3,46.1,547,4047,0
0,1,0,0,14,0,1,0,2,0,2,2,0,0,2,0,3,39.7,5463,3162,0
0,0,0,1,4,1,0,2,1,1,1,1,1,1,0,1,0,20.05,6211,4462,0
0,0,1,1,71,1,2,1,0,2,2,0,0,2,2,1,1,95.75,5408,4865,0
1,0,1,0,8,1,2,2,1,1,1,1,1,1,1,0,3,24.4,1662,2028,0
1,0,1,1,61,0,1,0,2,0,2,0,0,0,0,0,0,33.6,1744,6495,0
1,0,1,1,72,1,2,1,0,2,2,2,0,0,2,0,0,90.45,5244,4461,0
0,0,0,0,5,1,2,1,0,0,0,0,2,0,0,1,2,84.0,3619,4456,0
0,0,0,0,49,1,0,0,2,2,2,2,0,0,2,0,0,67.4,2871,5075,0
1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.7,1173,5498,0
1,0,0,0,3,1,0,1,0,0,0,0,0,2,0,1,2,80.35,2183,4203,0
1,0,1,1,9,1,0,2,1,1,1,1,1,1,2,0,3,19.6,1572,4406,0
1,0,1,1,67,1,0,0,2,2,0,0,0,0,2,1,0,54.2,3284,6005,0
1,0,0,0,46,1,0,0,0,0,0,0,0,0,0,1,1,45.2,1688,3150,0
0,0,1,0,67,1,2,0,2,2,2,0,0,2,1,0,3,75.1,4283,4931,0
0,0,1,0,55,1,0,2,1,1,1,1,1,1,1,0,2,19.7,272,4888,0
1,0,1,0,33,1,2,0,2,2,2,0,2,0,0,1,0,72.75,2097,4959,0
1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,1,20.05,482,6444,0
1,0,1,1,49,0,1,0,2,0,0,0,0,2,0,1,2,39.2,1393,4810,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.75,3747,5479,0
1,0,1,0,14,1,2,1,0,2,2,0,0,0,0,1,2,82.65,345,4965,0
1,1,0,0,18,1,2,1,0,0,2,2,2,0,0,0,0,93.9,1264,3728,0
0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,117.15,6219,4743,0
1,0,0,0,64,1,2,1,2,0,2,2,0,2,2,0,1,99.25,5234,5213,0
1,0,1,0,69,1,2,1,2,2,2,2,2,2,2,1,0,112.55,5922,5532,0
0,0,0,0,1,1,2,2,1,1,1,1,1,1,0,1,2,25.7,2156,5249,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,1,90.3,5080,6291,0
0,0,1,1,66,1,0,0,0,0,0,2,0,0,1,1,1,49.4,2831,5232,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.4,4231,3954,0
0,1,1,0,71,1,0,1,2,2,2,2,2,2,2,1,0,109.7,5979,5011,0
1,0,0,0,11,1,0,0,0,2,0,0,2,0,1,1,2,61.25,5658,2738,0
1,0,0,1,47,1,0,0,2,2,0,0,0,0,0,1,2,55.3,2302,5491,0
1,0,1,1,60,1,2,1,0,2,0,2,2,2,0,1,0,103.75,4891,6237,0
1,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1897,5825,0
0,0,0,0,29,0,1,0,2,2,0,2,0,0,1,0,1,39.5,164,5103,0
1,0,1,1,21,0,1,0,0,0,0,0,0,0,0,1,2,26.05,4677,4302,0
1,1,1,0,48,1,2,1,0,0,2,0,0,2,0,1,1,91.05,3712,3594,0
0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,3,29.65,6321,5880,0
0,0,1,1,43,1,0,0,0,2,0,0,0,0,0,0,3,50.2,1782,5284,0
1,0,0,0,5,1,2,1,0,2,2,0,2,2,0,0,2,105.3,4570,4024,0
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.45,4564,5286,0
1,0,1,1,71,1,2,0,2,0,2,2,2,2,1,0,2,85.45,5095,5280,0
0,0,1,0,8,1,0,2,1,1,1,1,1,1,1,0,2,19.8,1055,5698,0
1,0,0,0,8,1,2,0,0,0,0,0,2,0,0,1,2,59.25,3703,3003,0
1,0,0,0,20,1,2,1,0,0,2,0,2,0,0,1,1,90.7,1312,2927,0
1,0,0,0,71,1,2,1,0,2,0,0,0,0,1,1,1,79.05,4606,5466,0
0,1,1,0,31,1,2,1,0,0,2,0,2,0,1,1,2,90.7,2448,2364,0
0,1,1,0,38,1,2,1,2,2,0,0,0,2,1,0,1,95.0,3110,5148,0
0,0,1,1,2,0,1,0,0,2,0,0,0,0,0,1,3,30.25,5092,4387,0
0,0,1,0,12,0,1,0,0,0,2,0,2,2,0,1,0,49.85,5028,2873,0
0,0,0,1,9,1,0,1,2,0,2,2,0,2,0,0,0,93.0,6269,2267,0
1,1,0,1,11,1,0,0,0,2,0,2,0,0,0,1,2,54.55,4920,4143,0
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7,211,2276,0
0,0,1,0,71,1,0,0,2,2,2,2,2,2,1,1,0,84.8,4943,5643,0
0,0,1,1,42,1,2,1,2,2,0,0,2,0,1,1,1,94.45,3359,5643,0
0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,3,20.85,6308,2844,0
1,0,1,1,28,0,1,0,0,2,2,2,2,2,1,1,1,60.0,1176,2797,0
0,0,1,0,43,1,2,1,0,2,0,0,0,0,0,0,2,80.45,2940,5357,0
1,0,0,1,60,1,2,0,2,0,2,2,2,2,2,1,2,84.95,4216,4104,0
1,0,1,1,7,0,1,0,2,0,2,2,0,2,2,0,1,49.65,2651,2750,0
0,0,1,0,25,1,0,2,1,1,1,1,1,1,1,1,0,20.2,4289,4129,0
1,0,0,0,27,1,2,1,0,0,2,0,2,2,1,1,0,100.5,2326,5939,0
1,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,35.75,3332,2263,0
0,1,0,0,27,1,2,1,0,2,2,0,0,0,0,1,0,86.45,2047,5990,0
0,0,0,0,11,1,0,0,0,0,2,2,0,0,1,0,0,53.8,5213,5899,0
1,0,1,1,4,0,1,0,2,0,0,0,2,0,0,0,1,38.55,1004,3824,0
1,0,0,0,68,0,1,0,0,0,2,0,0,2,0,1,0,39.9,2422,6270,0
1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,5502,2469,0
0,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,20.1,3479,2910,0
1,0,0,0,26,1,0,2,1,1,1,1,1,1,0,1,2,20.3,4306,5712,0
0,0,1,0,17,0,1,0,0,2,2,0,0,0,0,1,1,35.65,5189,5977,0
1,1,1,0,59,1,0,1,2,2,2,0,0,0,1,1,1,82.95,4153,5295,0
1,0,0,0,30,1,0,0,2,0,2,0,0,0,2,1,3,55.65,1136,5445,0
0,1,1,0,50,1,2,2,1,1,1,1,1,1,1,0,2,25.2,562,4015,0
1,0,0,0,9,0,1,0,2,0,2,2,0,2,1,0,3,50.8,3928,5535,0
0,0,1,1,3,1,0,2,1,1,1,1,1,1,0,0,3,19.65,4913,4943,0
0,0,0,1,14,1,0,0,0,0,2,0,2,0,0,1,1,59.8,6108,5962,0
0,1,0,0,31,1,0,1,2,0,0,0,0,0,0,1,1,73.55,1724,2057,0
0,0,0,0,7,1,0,0,2,2,2,0,0,0,0,0,2,61.4,3722,2845,0
1,0,1,0,17,1,0,2,1,1,1,1,1,1,1,0,0,19.9,2856,3526,0
1,0,1,1,32,1,0,2,1,1,1,1,1,1,0,1,1,19.45,5341,4363,0
0,1,0,0,2,1,0,1,0,0,0,0,2,0,0,0,3,81.5,1087,4267,0
0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.55,5956,5723,0
0,0,1,1,27,1,0,1,2,0,0,0,0,0,0,0,3,74.4,1577,4331,0
1,0,0,0,7,1,0,1,0,0,2,0,0,0,0,1,2,74.9,4149,5335,0
1,0,1,1,11,1,0,0,0,0,2,0,2,0,0,1,0,59.65,5395,2136,0
0,0,1,1,72,1,2,1,2,0,2,2,2,2,2,1,0,110.45,6043,4754,0
0,1,0,0,4,1,2,1,0,0,0,0,0,0,0,1,2,74.45,2542,4093,0
0,0,0,0,71,1,2,2,1,1,1,1,1,1,2,0,2,24.55,1225,4555,0
1,0,1,1,47,1,2,2,1,1,1,1,1,1,2,0,3,24.55,302,3629,0
1,1,1,0,57,1,0,1,0,2,2,0,2,0,1,1,2,90.65,4352,5636,0
1,1,1,0,50,1,2,1,2,0,2,0,2,2,2,1,1,105.05,4337,5324,0
1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,1,20.45,1085,5624,0
0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,19.55,6287,5461,0
0,0,0,0,70,1,0,2,1,1,1,1,1,1,1,0,0,19.7,623,6072,0
1,0,0,1,1,1,0,0,2,2,0,2,0,2,0,1,0,70.45,5510,2706,0
1,0,1,0,8,1,2,1,0,0,0,0,0,2,0,1,0,85.65,5259,2512,0
1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,3,20.55,375,4020,0
1,0,1,1,49,1,2,1,0,0,0,2,2,2,1,1,2,97.95,4169,4301,0
0,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,20.0,4906,4128,0
0,0,1,0,67,1,2,2,1,1,1,1,1,1,2,1,1,25.25,1242,5887,0
1,0,1,0,67,1,2,0,2,2,2,2,0,0,2,0,1,70.9,3959,4361,0
0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.85,352,5060,0
0,0,0,0,47,1,2,1,0,2,2,0,2,2,0,1,2,106.35,4089,3723,0
0,0,0,0,53,1,0,1,2,2,2,2,0,2,2,0,3,99.5,4505,4754,0
1,0,1,0,69,1,0,0,2,2,2,2,2,2,2,1,3,84.7,4826,5345,0
1,0,0,0,3,1,0,1,2,0,0,0,0,2,0,1,3,86.05,2091,2500,0
1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,44.55,1828,2124,0
1,0,1,1,56,1,2,0,2,2,0,2,0,2,2,1,1,75.85,3630,5314,0
1,1,1,0,61,1,2,2,1,1,1,1,1,1,2,0,0,25.0,910,6421,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,2,45.0,6303,5225,0
1,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,3,20.5,2205,2891,0
0,0,1,1,28,1,2,1,0,0,0,2,0,2,1,1,2,90.45,2163,5823,0
1,0,0,0,24,1,0,0,2,2,0,2,0,0,0,0,0,60.45,814,5095,0
0,0,1,1,68,1,2,0,2,2,2,2,0,2,1,1,2,78.45,4459,5071,0
1,0,0,1,39,1,2,1,0,0,0,2,2,2,2,0,3,100.55,3336,3124,0
0,0,1,0,42,1,0,2,1,1,1,1,1,1,0,0,1,20.35,6266,2127,0
0,0,1,0,6,1,2,1,0,2,0,0,0,2,0,1,2,90.75,4309,4297,0
0,0,1,0,38,1,0,2,1,1,1,1,1,1,1,1,1,20.25,6080,4411,0
1,0,0,0,18,1,0,2,1,1,1,1,1,1,2,0,1,20.05,3319,2782,0
0,0,1,0,4,1,0,2,1,1,1,1,1,1,0,0,3,19.6,6392,4580,0
1,0,1,0,27,1,0,0,0,2,0,2,0,0,0,1,2,53.8,707,2563,0
1,0,0,1,41,1,0,0,2,2,2,0,2,0,1,0,3,70.2,2497,5365,0
1,0,1,1,50,1,0,0,2,0,0,2,2,2,1,0,2,75.5,3444,5141,0
1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,2,20.35,642,4949,0
0,0,0,0,70,1,2,2,1,1,1,1,1,1,1,0,1,26.05,1420,4467,0
1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,0,0,20.6,6379,2471,0
0,0,1,1,34,1,0,2,1,1,1,1,1,1,1,1,0,20.1,5389,2272,0
0,1,1,0,72,1,2,2,1,1,1,1,1,1,2,0,0,24.3,1305,4397,0
1,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,2,24.5,1370,4058,0
0,0,0,0,64,1,2,1,0,2,2,2,2,2,2,1,1,110.5,5551,5718,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,25.25,1401,4551,0
1,1,1,0,29,1,0,1,2,0,2,0,0,2,1,0,0,90.1,2306,3553,0
0,0,1,0,23,1,0,0,2,0,2,2,0,2,1,1,0,68.75,1185,3519,0
1,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.2,104,4203,0
0,0,0,0,64,1,2,1,2,2,2,2,2,2,2,1,0,115.1,5687,5213,0
1,0,0,0,24,1,2,1,0,2,0,0,2,2,0,1,0,99.65,2050,5207,0
1,0,1,0,2,1,2,1,0,0,2,0,2,0,0,1,2,91.45,1209,4889,0
0,0,1,1,34,1,0,0,2,2,2,2,2,2,2,0,3,84.75,2452,2020,0
1,0,1,1,53,1,2,0,0,0,2,2,2,2,1,1,3,78.75,3369,5052,0
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.25,6272,2070,0
1,0,0,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.9,954,5730,0
1,0,1,1,72,1,2,1,2,2,0,2,0,2,2,1,1,97.75,5494,4054,0
0,0,0,0,7,1,0,1,0,0,2,2,2,2,0,1,2,100.4,5602,5041,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.45,1175,4742,0
0,1,0,0,41,1,0,1,0,0,2,2,2,2,1,1,0,101.1,3431,2227,0
1,0,1,1,67,0,1,0,2,0,0,0,2,2,2,0,1,50.9,2853,5281,0
1,0,1,0,69,1,2,1,2,2,2,2,0,2,1,1,1,107.2,5675,5935,0
0,1,1,0,70,1,2,0,2,2,2,2,2,2,2,1,0,92.2,5199,5264,0
1,0,0,0,72,1,2,1,2,2,2,2,2,2,2,0,0,113.4,6085,6347,0
1,0,1,1,34,0,1,0,0,0,0,2,2,0,2,1,2,40.55,590,3897,0
0,0,1,1,65,1,2,2,1,1,1,1,1,1,2,0,1,26.0,1141,5352,0
0,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,1,111.95,5906,4182,0
0,0,1,1,72,0,1,0,2,0,2,0,2,2,2,1,1,53.8,3376,4954,0
1,0,0,1,35,1,0,0,0,0,0,2,2,2,1,1,3,72.1,2140,5510,0
0,0,1,0,12,1,2,0,2,0,2,0,2,2,1,0,2,78.85,6278,2495,0
0,0,1,1,62,1,0,0,2,0,2,2,2,0,1,1,0,70.75,3632,4133,0
0,0,0,0,25,1,0,0,2,0,0,2,2,2,0,1,1,76.15,1601,3955,0
0,0,0,0,52,0,1,0,2,2,0,2,0,0,2,0,3,39.1,1589,4247,0
1,1,0,0,8,1,0,1,0,0,0,0,0,0,0,1,1,69.95,4655,2939,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.05,2863,4978,0
0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,0,3,20.05,179,5172,0
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,0,19.45,1906,4862,0
0,0,1,0,47,1,2,2,1,1,1,1,1,1,1,0,2,26.9,458,2382,0
1,1,0,0,2,1,0,2,1,1,1,1,1,1,0,0,2,19.2,3189,4577,0
0,0,0,0,18,1,0,0,0,0,2,0,0,0,0,1,3,50.0,6310,4952,0
0,0,0,0,8,1,0,0,2,0,0,0,2,0,0,1,2,60.0,4113,5862,0
1,0,1,0,45,1,2,1,2,0,2,0,0,0,0,1,3,84.55,3202,3289,0
1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,45.45,750,3666,0
0,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,20.05,5361,4539,0
1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,2,115.55,6187,5890,0
0,0,1,1,71,1,2,1,2,2,2,0,2,0,2,1,1,99.0,5550,4305,0
1,0,1,1,66,0,1,0,0,0,0,2,2,2,2,0,0,50.55,2919,4652,0
0,0,1,1,13,1,2,2,1,1,1,1,1,1,2,1,0,25.0,2882,4734,0
0,0,1,1,65,1,2,0,2,2,2,2,2,2,2,0,0,91.55,4886,4921,0
1,0,1,1,15,1,0,2,1,1,1,1,1,1,2,0,3,19.35,2409,2742,0
0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,24.85,1445,4067,0
0,0,1,1,42,1,0,1,0,0,2,2,2,2,2,1,2,100.4,3664,3265,0
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,25.0,1276,4066,0
0,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,19.25,5030,4988,0
0,0,1,1,53,1,0,1,0,2,2,2,2,2,0,1,0,108.25,4870,5989,0
1,0,0,0,48,1,0,2,1,1,1,1,1,1,2,0,1,20.15,6504,4399,0
